name,price,minimum_nights,availability_365
Perfect Location!,120,1,89
Modern yet Cozy! Awesome Roommates and Near Metro!,34,30,40
"Cute, comfy room in beautiful Brooklyn brownstone",65,4,17
Perfect Midtown East 1 Bed Just One Flight Stairs,200,5,127
Cozy Sm Room Furnished!,47,5,272
Cozy Brooklyn Getaway,100,3,163
SoHo + Greenwich Penthouse Escape! Cozy Studio!,129,31,167
Beautiful 2BR Bed Stuy Apartment,150,2,251
Charming Studio with Fantastic Location,165,5,67
Sunny Private Room close to Manhattan(Blue),66,2,147
Comfy Bronx home away from home,35,1,48
Sunny Private Room close to Manhattan(Yellow),63,2,127
"Spacious, natural light room in EAST WILLIAMSBURG",65,15,0
Cute room in HK,100,3,351
Beautiful room in East Village spacious apartment,180,3,91
"Dapper 1BR in Upper East Side w/ Doorman + Gym, next to Central Park",352,30,202
Greenpoint Sunrise Studio (Private / Entire Apt),150,2,241
Studio in doorman building in Tribeca,225,3,42
Luxurious 2BR Midtown Manhattan Perfect Location Fantastic views,360,2,251
Privacy in a shared Space!! Males Only Plz,28,1,41
NEW- Sunny and Modern Cobble Hill 1 Bedroom,170,2,43
Room in heart of NoHo/East Village,61,30,84
Location! Room in Bklyn 10 minutes to Manhattan B2,79,2,136
Epic 3bdr 2bath next to the best rooftop bars,325,4,65
Privacy in a Shared Space! Males only plz,28,1,53
Clean and comfortable Upper East Side location,100,1,0
The Green Place,199,2,175
NEW COZY STUDIO WITH LARGE PRIVATE OUTDOOR SPACE,200,3,0
Gorgeous Apartment on the Upper West Side,300,3,13
"Sunny, Spacious, Cozy, Charming Brooklyn Abode",145,5,38
Location! Room in Bklyn 10 minutes to Manhattan B3,81,2,121
Location! Room in Bklyn 10 minutes to Manhattan U1,81,2,164
Location! Room in Bklyn 10 minutes to Manhattan U2,81,1,105
Location! Room in Bklyn 10 minutes to Manhattan U3,81,2,128
Appartment-2 rooms,100,2,150
Location! Room in Bklyn 10 minutes to Manhattan B1,81,2,150
Affordable Luxury 2 Bedroom & 2 Bath In Brooklyn,165,4,201
Sunny and spacious home in Greenpoint,75,5,0
HUGE Master Suite in Spacious Duplex,92,5,187
The Guest House,70,2,0
Eclectic Private BR in Ridgewood Woodbine,34,30,324
New renovation cozy home 12 min train to Manhattan,65,2,89
Unique Private BR in Ridgewood Woodbine,34,30,278
TW #5 Private Rm - 1st Fl. Queen Bed 1 to 2 Guests,60,1,343
Sunny Private BR in Ridgewood Woodbine,34,30,281
Charming Studio in the heart of Upper East Side,140,3,18
Cozy Modern Townhouse Garden Apt,95,5,120
Stylish Private BR in Ridgewood Woodbine,34,30,201
Cozy Room near Prospect Park!,40,7,102
"Shopping , City, Close the water Distance",60,4,155
Bright & designed apartment in Brooklyn,120,2,298
Stuyvesant Heights quiet private Apartment,130,29,283
"Free Cleaning & WiFi, Quick Walk to Metro-Modern!",35,30,53
Clinton Hill/Bed Stuy Artist Retreat,189,3,349
"Mi casa es tu casa, habitación 2",44,1,331
Stuyvesant Heights quiet private Apt - 2 bedrooms,135,20,285
Private room in Manhattan,55,2,0
Executive room for professional.,199,1,350
"Luxury studio w/doorman,gym,sauna,washer/dryer",400,1,362
"Amazing 3 Bed Apt, Less than 5 mins to Manhattan",129,1,95
Bright & Cozy Apartment walking distance to Subway,225,2,38
Nest,75,2,58
Free Cleaning & WiFi-Near Train + Bars & Nightlife,35,30,53
Centrally located on Broadway -Quick walk to metro,35,30,54
Best Location in NYC! 4BR Steps to Central Park!,159,31,157
Private room close to the JFK airport,36,1,192
chill zone,190,1,171
Bright and Chill Room in Bushwick for two friends!,70,1,78
Charming 2Bdr in Park Slope with roof deck,186,5,107
"Modern and bright 2Bed 2Bath Bushwick, Brooklyn",150,2,89
Cozy room with turquoise accent in historic Harlem,75,2,227
Artsy apt in the heart of Brooklyn -- Near all!,75,2,103
Sunny and Cozy in Upper Manhattan,45,3,4
"Large, Peaceful Private Room in Bushwick",68,1,55
3 Bedroom Full house - 15mins to NYC/Ferry,135,3,36
Manhattan Ave Apartment 2 stops from Times Square,103,2,19
Beautiful duplex apartment by Times Square,85,1,365
Entire Studio Apartment Over Looking Central Park,200,7,173
Central Park North Max-Room,95,1,256
"LGA / Midtown, Prime room space w/ elevator +more",56,30,242
"Queens SPACIOUS Bedroom, 1–3 people, 25 min to NYC",90,2,57
"Nice room in Brooklyn, Safe area 30m to D,N/Town",60,1,46
ONLY WOMEN/CAMAS PARA MUJER/HABITACIÓN COMPARTIDA,24,1,346
Cozy Artist's Haven Brooklyn Apartment,45,2,10
Private Room@Columbia University neighborhood,44,2,0
"Spacious, Sunny, and quiet sanctuary in FlatbushBK",120,4,0
Large 1BR apt. in luxury West Village building.,450,2,43
"Couch(sofácama), only women, near LGA & Manhattan",24,1,332
Private Bedroom In 5BR Apt W 2 Baths Near 3 Trains,34,30,252
"Your Private Oasis In A Shared Apt, Near 3 Trains!",34,30,243
Absolutely Beautiful!,98,6,4
Your New Private Bedroom Awaits! Near Good Transit,34,30,335
Beautiful 2 bedroom 2 bathroom in East Harlem,500,2,55
"Spacious Private Room W 3 Nearby Trains, In Queens",34,30,317
Sleek & Sunny Private Bedroom With 3 Local Trains,34,30,314
"New, Adorable Williamsburg One-Bedroom",195,2,0
Sunny Private BR in Ridgewood Woodbine,34,30,322
"Room w/Loft & Private Bathroom, Private Entrance",62,17,21
Shared Couch  in  Shared Studio,20,1,2
Modern Private BR in Ridgewood Woodbine,34,30,325
Trendy Private BR in Ridgewood Woodbine,34,30,136
Peaceful Private BR in Ridgewood Woodbine,34,30,192
24hr access recording studio with on call engineer,75,1,0
Comfortable!  2 Bed Rm Apt. in House~20 min to NYC,75,2,86
Beautiful Private Room in Upper East Side #8,95,3,8
Stylish 4 BR APT in Ridgewood Woodbine,34,30,322
#1 Shared ROOM 4YOU for 6 guests,25,2,167
Manhattan/帝国大夏/ time square【3】,130,2,132
Cozy room with 3 windows.,40,30,365
#2 ROOM 4LEDY (4 guests),45,2,179
NEW! Beautiful room in flat w/ rooftop in SOHO :),150,4,6
"Spacious, Light-Filled, Private Bklyn 2-Bedroom",220,2,251
Antonio's place,85,1,67
Super Spacious Room! Private bathroom! LES/Soho,135,1,93
211 east 34 stRoom 3,42,7,120
Comfy Room in Williamsburg! Close to 3 subways!,75,4,6
The Eagle's Nest,85,1,193
Beautiful studio apartment in a perfect location,140,3,56
Private Bedroom Modern Fully Renovated Harlem Apt,99,2,359
Cozy Three-Bedroom Apartment - Brooklyn,140,1,316
Steps away from Manhattan!,250,3,76
"Entire 2BR Modern, Luxurious Apt in East Village",190,2,0
Perfect 2 Bedrooms in Upper East Side #8,175,3,103
Private Room with Backyard Access!,65,1,66
Private & Cozy Room in Bushwick,65,1,61
Gorgeous 2br apartment on Madison Ave,339,3,86
Large modern one bedroom apartment -1 block subway,175,1,185
"Centrally Located 2 Bedroom, 1 Bath",700,2,263
Bienvenidos a casa,65,2,180
Quaint City Island.Come and enjoy our home,100,7,180
Brand New Luxury 2 Bed Condo in East Williamsburg!,249,6,177
"Authentic apartment in the heart of Williamsburg,",84,5,60
Central Park West Private Room,500,1,90
2BR Prime West Village location!,149,31,219
Nice neighborhood and very close to subway,85,10,52
Room with GARDEN,79,2,5
Luxury High Rise with Private Balcony,225,3,33
Splendid 1 bdrm in West Village NYC,160,3,2
Comfortable Private Room with everything you need!,54,1,81
Beautiful Cozy Private Room!,53,1,77
A Beautiful Williamsburg Apartment Available Today,90,3,63
RM#1-Blue room w/balcony 30 min NYC; all airports,65,1,139
"Gorgeous, sunny and cosy Williamsburg 2 bed Apt",130,10,34
Sun-drenched apartment in Washington Heights,55,1,157
1890 Townhouse Penthouse Centered S Williamsburg,250,31,90
Sunlight Large Studio in Heart of Harlem,130,1,0
Gorgeous room near Washington Square,90,2,146
Gorgeous flat in vibrant Bushwick,80,1,213
211 east 34 st Room 9,40,7,172
Room 4 ( 8 by 12),40,7,151
Cozy lil Williamsburg walk-up with a resident dog,75,1,43
Manhattan Studio with Great Location!,200,28,82
Room 2 ( 10 by 10),40,7,114
"Near Brooklyn Museum,  Barclays, Transit, & Banks",80,5,225
Hang The World In Your Memory©   (SLEEPS 1 to 5),150,1,267
The Zen Home,69,1,35
"Cozy Morningside Park, Next to Columbia University",130,8,17
Luxury FiDi Terrace Apt by Seaport & WTC,200,2,38
Modern Duplex in Artsy Williamsburg,110,2,26
Spacious Bedroom near Prospect Park,54,1,62
Doesn't get better than this! Cozy Spacious Room,54,1,70
"Relaxing, comfy, and stress-free apartment.",50,3,34
Lovely Brooklyn Bedroom,49,2,316
Skyline view 1BR condo with balcony,150,3,17
Private room,60,1,1
Comfy bedroom with natural light,60,4,51
HUGE Dumbo apartment with private rooftop!,100,2,0
Comfortable and Cozy Home,55,1,175
Private room near Columbia University,69,20,0
Ingrid’s Columbia Apt,40,15,17
Its the Brooklyn way!,180,2,352
SummerWintersGetaway- 8 mins from JFK,350,1,358
Williamsburg Home,66,7,281
Sunny and spacious Bushwick haven,120,3,3
Cozy apartment In Manhattan,69,1,364
Bright&staylish room 15min from LaGuardia&20minJFK,70,2,288
Luxury New Private Duplex in Manhattan,350,3,243
Wow! Close to all of NYC in Lower East Side,179,1,0
Sunny HUGE bedroom,115,1,0
Beautiful private bedroom in UES/East Harlem,90,2,0
LARGE LUXURIOUS BEDROOM CLOSE TO MANHATTAN,65,1,300
BEAUTIFUL PRIVATE ROOM CLOSE TO MANHATTAN,50,1,318
SUNNY ROOM,45,1,342
McDonald,100,1,350
Alphabet City Room,83,2,15
COZY PRIVATE ROOM. 5min walk to the L train!,72,30,333
Modern large 3Bedrm w Washer/Dryer Next to Subway,98,7,321
One bedroom in Chelsea,110,30,145
WEST VILLAGE Bohemian flat in neo-Tudor town house,250,3,265
Comfy private room with new interior!,72,30,318
High comfort private room! New interior design.,73,30,364
Private studio next to Penn,250,2,0
Cozy room in Richmond hill,150,1,0
X Light,77,1,179
Private & Cozy Room 1B near Columbia Univ,120,3,339
Bedroom in Huge and Sunny Williamsburg Apartment!,165,1,0
Cozy/Beautiful studio in Times Square. Sleep 2,199,3,358
Gorgeous Rooftop Views / Seconds From Train,120,3,0
Clean Comfortable and Private.,49,1,180
"Cute, Convenient Bushwick 1-Bedroom (sleeps 6)",149,2,0
"Cozy, Friendly Apt Share for Young Professionals",68,30,226
Single Bedroom with private roof top,75,2,62
Large Private Room in Brownstone (4th fl),90,4,0
"Cozy, Quintessential Brooklyn Carriage House",150,3,173
MONTAUK HEIGHTS,89,3,13
Sonder | Stock Exchange | Ideal 1BR + Kitchen,228,2,347
Sonder | Stock Exchange | Timeless 1BR + Kitchen,256,2,292
Sonder | Stock Exchange | Ideal 1BR + Laundry,188,2,329
Sonder | Stock Exchange | Ideal 1BR + Sofa Bed,240,2,340
Sonder | Stock Exchange | Superior 2BR + Kitchen,255,2,237
2 Bedroom Sunny Apartment Near Prospect Park,199,3,21
Sonder | Stock Exchange | Superior 1BR + Laundry,228,2,349
"Beautiful, Furnished 1 Bedroom on Upper West Side",166,17,102
Private small room in 3 bdr apt - East Village,99,1,30
Unique peaceful apart smartly located in Astoria,150,7,342
Small Private Room  in 3 bdr apt - East Village,99,1,0
Blogger's apartment (w/ a ring light!) in Brooklyn,150,3,0
Penthouse with huge deck and city views,250,3,62
Elegant Villa in the Heart of Manhattan!,790,1,298
"Manhattan 2BR W/ Garden, Laundry,  Near Subway",161,2,294
Lower East side/Soho/Chinatown room fits 3 people,123,1,146
"Stylish Large 2 Bedroom, Perfect Location",299,2,16
"Bronx, Little Italy, Arthur Ave, Fordham, Yanks.",49,1,358
A Perfect Studio,125,20,122
Lovely LES/SOHO/Chinatown room can fit 3 people!,123,1,0
Walk to Columbia University,120,20,95
Private Master Suite.,75,3,81
Entire studio First Floor Walk to all,190,2,78
Astoria Prime- 5 Min to LaGuardia/20 Min to NYC!,225,1,109
Paper moon private room. Best Bushwick location!,50,2,292
Cozy Bedroom in a New York EDITION Apartment,95,3,216
Queen Bedroom in Modern Manhattan Apartment,59,5,10
Lovely Hudson Yards Stonehouse near Penn Station,250,3,144
Private Room in Queens NYC,65,2,180
Sonder | Wall Street | Superior 3BR + Rooftop,616,2,255
Sonder | Stock Exchange | Superior 2BR + Sofa Bed,408,2,273
Affordable Studio Close to All the Action,100,2,2
Sonder | Wall Street | Superior 1BR + Rooftop,264,2,348
3000 sq ft daylight photo studio,6800,1,364
KingSize Dream Room,75,1,82
CLEAN & SPACIOUS ROOM  CLOSE TO MANHATTAN,50,1,336
BRIGHT ROOM CLOSE TO MIDTOWN MANHATTAN,60,1,355
Ocean-themed Studio Minutes from the Beach!,80,2,33
Pat's place (shared female only).,49,1,72
"Open Midtown 2BR w/ Doorman, Gym, 5 min walk to Subway, by Blueground",377,30,341
Charming NoMad Studio w/ Gym + Doorman by Blueground,274,30,353
"Gramercy Park 1BR w/ Great Views, Gym, W/D, near the subway by Blueground",314,30,337
"Stately Gramercy Park 1BR w/ WD, Gym, Doorman, near Subway by Blueground",314,30,338
Brand New & Beautiful. 1 min toTrain /15Min to JFK,199,1,249
Library Suite with Antique Touches - mid-Bushwick,85,4,0
Lower East/Little Italy 5BR Loft! Prime Downtown!,239,31,176
cozy private studio in greenpoint..,118,4,30
ARTIST ABODE CLOSE TO APOLLO AND SCHOMBURG CENTRE,90,5,354
Beautiful Brooklyn Brownstone,91,2,9
Spacious Light-Filled Room in Williamsburg Loft,90,2,0
"Cozy , clean and comfortable",100,1,0
"Beautiful colonial near Belmont Race 
Tract",180,1,83
Two floor apartment near Central Park,250,1,88
Entire Gorgeous Greenpoint Duplex,205,5,64
E & J private stay.,69,2,131
PRIVATE HOUSE VERY CLOSE TO SUBWAY LINE,92,2,48
== TRAVELHOLIC Rooms (Modern Decor / Clean) ==,59,25,24
3BR Times Square Loft ! Heart of City!,149,31,135
Sonder | Stock Exchange | Superior 2BR + Laundry,396,2,328
Sonder | Stock Exchange | Dreamy Studio + Kitchen,215,2,346
Amazing 2 bedroom apt . Recently renovated.,120,5,23
*** HEART OF MANHATTAN (Herald Square) ***,99,14,25
BRIGHT SUNNY ONE BEDROOM APT WITH TERRACE,99,2,97
Laid Back Williamsburg Apartment,100,2,169
Beautiful&Clean 1 KING BDR apt in Chelsea LONGTERM,180,5,83
"Homey, Friendly Apt Share Next To Subway",68,30,246
"East Village 1BR - Sleek, Modern, Urban Oasis!",169,1,50
"Homey, Friendly Apt Share Next to Subway",66,30,223
"Charming, quiet and lovely Brooklyn Heights Studio",160,7,98
Prime Gramercy! **12 months lease!,89,360,364
"Homey, Friendly Apt Share Next To Subway",68,30,226
Cozy Room in Classic Crown Heights,70,1,153
Newly Renovated Multimedia Studio,40,14,178
HUGE Room. Lower East Side! Perfect location!,90,3,34
Modern Studio in Washington Heights!,90,4,51
Beautiful Room in Chic Area!,99,1,356
Couch surfing at the sanctuary,50,1,365
Safari in Brooklyn!,57,4,35
2 beautiful bedroom apt .with 2 main subway line,200,4,173
1 BR apartment in gut renovated historic building,111,14,21
Entire Apartment With Space For Two,130,1,26
Beautiful Bright Private Room!,119,1,360
Large soho apt,194,1,89
Private Bedroom in Amazing Location! Times Square!,500,31,0
Amazing Times Square Location! Private BR in Loft!,500,31,0
Private room- Astoria Modern,125,2,90
"Renovated 2BR in trendy Williamsburg, Brooklyn",200,3,179
Crash pad #2,65,3,365
Dramatic quiet light filled 18' high E village apt,245,30,16
Beautiful little apartment on the Upper East Side,150,1,33
"Private Room by Emmons, beaches. B, Q trains.",60,1,341
Beautiful Place in the Heart of Williamsburg,75,7,324
Private Room in a Beautiful Ridgewood Apartment,100,2,3
Luxury Hudson yards apartment on the High line,590,10,84
Charming East Village Penthouse Studio Apartment,130,30,115
Harlem Time Capsule,550,1,365
Excellent chill spot in gowanus,100,2,61
Flamingo Paradiso East,100,3,66
Ash’s Place in Hell’s Kitchen,200,7,216
Walking distance to Central Park,150,4,0
Gorgeous Apt on the Upper East Side,130,5,180
"Cozy, convenient Upper West Side studio",115,31,57
Modern Brick Exposed Brooklyn Apartment!,95,4,4
Quiet and clean apartment in nyc,111,1,223
"Bay Ridge is rated Convenient, safe neighborhood",200,2,161
Luxurious life in Manhattan,198,30,28
"Bright, Light & Airy 1 Bedroom in Kips Bay",149,5,0
Master Room in Harlem Duplex,140,1,350
The Power Tower,140,1,336
The Beatiful place,55,1,179
"Peaceful, fully equipped, home away from home!",60,1,364
Cute Private Room in Washington Heights,49,3,2
Luxury Condo Steps Away From Hudson Yards NYC,195,2,41
Comfortable Room in NYC in Harlem area,78,5,89
Bohemian Artist’s Studio in Victorian Neighborhood,140,4,328
Huge Upper Manhattan Apartment (1st),85,4,55
Soulful studio space near Yankees Stadium,107,2,81
1 bedroom in North Slope with Queen bed & futon,140,2,130
"靠近机场,交通购物两便利大房间#1",45,1,360
"Dog Friendly, 1-Bedroom apt, close to subway",75,2,7
2 bedroom apt in Brooklyn. Close to subway,180,3,173
Clean and spacious room in charming Greenpoint,70,5,78
Private room in apartment near Central Park/6Train,169,1,84
1850 Sq Brownstone duplex with  backyard,350,7,124
Spanish Harlem magical place. Mezzanine bed,90,2,175
Wyndham Midtown 45 at New York City,500,4,5
"1 block off the beach in Arverne, NY. Clean  space",54,3,363
Large one of a kind designer loft in Williamsburg!,170,4,188
Cozy apartment at heart of Brooklyn,92,4,27
Big room prime location WaHe uptown manhattan,59,1,293
1 BR Large Luxury Furnished Ap. Near Central Park,190,30,157
Cozy Brooklyn Camper van.,70,2,84
Luxe Sunny Scandinavian Loft in Downtown NYC,365,2,127
"Roomy, sun-drenched, one-bedroom apartment",150,7,0
"Bright, Spacious Studio near Water in Lux Highrise",208,5,9
Empty Spacious Unfurnished 1 Bedroom Apartment,70,93,134
Luxury pad by the beach,75,2,100
"Better Than A Hotel Room, Times Sq. Hell's Kitchen",150,3,138
Ideal Studio - Top Prime Location,135,6,1
East Village Dream Apartment - Best Rooftop View,210,7,284
Clean and Quiet room,44,5,192
西藏民居,85,1,3
Awesome Room in Beautiful Williamsburg Loft,79,3,9
"Spacious Bedroom in Washington Heights, Manhattan",60,3,93
Bright & clean space in lively Bushwick!,75,2,317
Bedroom in the Heart of Brooklyn,75,1,138
Spacious & Awesome Room in Brooklyn!,75,1,88
"Spacious brownstone in peaceful, shady block",195,7,13
Spacious & Modern Room in a Prime Location!,75,1,68
New Apartment & Newly Furnished in Prime Location!,75,1,88
"Bright 1BR in Heart of Williamsburg, Brooklyn",100,3,6
"*female only* cozy room, summer sublet",24,60,71
"Cozy, peaceful, and cute.",60,31,90
Cosy bedroom in Williamsburg,60,2,5
Perfect 2 Bedroom Apartment in Hot Spot,250,5,263
3BR Times Square! Great Location! W/D!,149,30,148
A light filled historical,126,7,58
Rare find!! Stylish duplex top floor all yours!,130,2,159
Central Park-Time Square-All Major Subways,190,2,10
Large basement-level studio,90,2,27
Beautiful Clean & Quiet Room! Rm#3,69,1,179
Extra Luxury Loft with private elevator & terrace,945,2,292
"PERFECT LOCATION, LUSH AND CHIC DOWNTOWN ROOM",155,2,50
Boutique 4 Bedroom/2 Bath Home by Central Park,450,5,123
Cozy Studio in Gramercy with Private Backyard,178,1,0
211 east34 st  Room 6,40,7,106
Huge Townhouse in New York City,690,1,287
211 east 34 Room 5 ( 8 by 10 ),32,7,126
The Library,250,2,175
211 east 34 Room 7,35,7,131
211 East 34 St Room 8 (10 by 12),35,7,152
Cozy room in Harlem next to 2/3 train,45,1,0
"Spacious, Bright BK Two-Bed with Vintage Flare",295,2,0
